# z, u, v, w
1.641000000000000000e+03 5.348101533763385262e+00 3.699738979911179726e+00 -9.810995822293037018e-10
1.647000000000000000e+03 5.348131719546304730e+00 3.699766254815134658e+00 -8.320532628826231891e-10
1.653000000000000000e+03 5.348138182545023156e+00 3.699733782217915046e+00 -9.512707556062893885e-10
1.659000000000000000e+03 5.348111418441441778e+00 3.699683215898367017e+00 -1.109726087601349112e-09
1.665000000000000000e+03 5.348081359404915247e+00 3.699661368834876285e+00 -1.008943510159897481e-09
1.671000000000000000e+03 5.348071165602437560e+00 3.699639135302620119e+00 -4.084042338245122965e-10
1.677000000000000000e+03 5.348063249466296298e+00 3.699619647291147562e+00 -7.760487181009536921e-10
1.683000000000000000e+03 5.348055025213365177e+00 3.699600173493039712e+00 -7.866233920759372612e-10
1.689000000000000000e+03 5.348046878553043726e+00 3.699584478429846612e+00 -9.997611657090867126e-10
1.695000000000000000e+03 5.348048911502924163e+00 3.699573481212847348e+00 -1.227831941910675800e-09
1.701000000000000000e+03 5.348048134936218112e+00 3.699565717010828703e+00 -1.054279471453603580e-09
1.707000000000000000e+03 5.348062243555872897e+00 3.699564970688109966e+00 -1.172463879431221738e-09
1.713000000000000000e+03 5.348041176210795555e+00 3.699546490918097508e+00 -8.544288710576772272e-10
1.719000000000000000e+03 5.347997214687800316e+00 3.699524258138068955e+00 -1.824294463003447857e-09
