# z, u, v, w
1.707000000000000000e+03 6.490324691495964693e+00 -5.805989246103971935e-01 -9.846926161189745754e-10
1.713000000000000000e+03 6.490316315449134343e+00 -5.806360906215758400e-01 -6.887022789340882724e-10
1.719000000000000000e+03 6.490270840325390367e+00 -5.806918312502405977e-01 -1.362084259140901660e-09
1.725000000000000000e+03 6.490147666114511438e+00 -5.807046688884370811e-01 -1.133738950630781188e-09
1.731000000000000000e+03 6.490120000881197448e+00 -5.806984847586305065e-01 -1.254584945347395828e-09
1.737000000000000000e+03 6.490271414749376078e+00 -5.806852992572669736e-01 -1.124901607249786642e-09
1.743000000000000000e+03 6.490352499407102016e+00 -5.806883716139764617e-01 -1.019451211886120734e-09
1.749000000000000000e+03 6.490350219552564859e+00 -5.807017313258298064e-01 -1.029514338199010664e-09
1.755000000000000000e+03 6.490346795907209199e+00 -5.807147382924798817e-01 -8.344958370126764473e-10
1.761000000000000000e+03 6.490357640053783683e+00 -5.807233537094841358e-01 -9.778428178025404766e-10
1.767000000000000000e+03 6.490390286049150248e+00 -5.807243793436633883e-01 -7.724291923467969071e-10
1.773000000000000000e+03 6.490424059832561987e+00 -5.807258056382120781e-01 -9.647634401590847263e-10
1.779000000000000000e+03 6.490461932963158098e+00 -5.807271946363872228e-01 -7.850170908075579312e-10
1.785000000000000000e+03 6.490500926438490303e+00 -5.807294040642375643e-01 -1.010250554488347217e-09
1.791000000000000000e+03 6.490541572229848732e+00 -5.807322237295731160e-01 -8.615170384085280618e-10
1.797000000000000000e+03 6.490582437430397533e+00 -5.807358811152556477e-01 -9.686982240618554115e-10
1.803000000000000000e+03 6.490623038829373748e+00 -5.807401300748787909e-01 -9.058849159259448960e-10
1.809000000000000000e+03 6.490662542802677848e+00 -5.807443762748766281e-01 -1.006441295361346789e-09
1.815000000000000000e+03 6.490700276270320757e+00 -5.807478237016279188e-01 -1.001657854634640829e-09
1.821000000000000000e+03 6.490735551503767020e+00 -5.807495528386066308e-01 -9.271633763568731335e-10
1.827000000000000000e+03 6.490767769766533135e+00 -5.807485957494213924e-01 -1.066730417667486646e-09
1.833000000000000000e+03 6.490796437942019104e+00 -5.807440237673773265e-01 -9.630215291140199168e-10
1.839000000000000000e+03 6.490821201239622695e+00 -5.807350989253649010e-01 -1.114375751202808418e-09
1.845000000000000000e+03 6.490841857068798681e+00 -5.807213414419529762e-01 -7.416569890296694060e-10
1.851000000000000000e+03 6.490858362735934861e+00 -5.807025704210924122e-01 -1.023768003988454247e-09
1.857000000000000000e+03 6.490870833367682557e+00 -5.806789255658703075e-01 -7.422157871899395659e-10
1.863000000000000000e+03 6.490879554831128218e+00 -5.806509249953212271e-01 -8.155145847422110883e-10
1.869000000000000000e+03 6.490884949820753924e+00 -5.806194511231710376e-01 -4.454302556192483239e-10
1.875000000000000000e+03 6.490887565672388781e+00 -5.805857483966071486e-01 -7.037188812638149304e-10
1.881000000000000000e+03 6.490888008350721883e+00 -5.805513969221518522e-01 -3.696497827045381633e-10
1.887000000000000000e+03 6.490886949827663344e+00 -5.805181919227019316e-01 -6.379647479207457712e-10
1.893000000000000000e+03 6.490884951373229406e+00 -5.804878204230456973e-01 -1.712846011183744461e-10
1.899000000000000000e+03 6.490882530961030739e+00 -5.804614176486959654e-01 -6.182669195028732474e-10
1.905000000000000000e+03 6.490879531941824432e+00 -5.804387889603657147e-01 7.176526642696411933e-11
1.911000000000000000e+03 6.490877157771707928e+00 -5.804162112431379139e-01 -4.645082947451127067e-10
1.917000000000000000e+03 6.490875902390163432e+00 -5.803981622513758598e-01 -2.084726583850615203e-10
