# z, uu, uv, uw, vv, vw, ww
6.090000000000000000e+02 9.983063315281608119e-02 -1.411062102274130174e-03 -1.986691808327122055e-02 1.186789104228629238e-01 3.428014375665652293e-03 2.846362709807118696e-01
6.150000000000000000e+02 9.994128517683682766e-02 -7.960072190384337096e-04 -1.955752714014226748e-02 1.188167601130017542e-01 3.402505943544301397e-03 2.832219590285555699e-01
6.210000000000000000e+02 9.995766540410502832e-02 -1.601544783331329211e-04 -1.924527485728427800e-02 1.187048763962314235e-01 3.387185705023971084e-03 2.817483355964278124e-01
6.270000000000000000e+02 9.998252363807381971e-02 4.310835941197115094e-04 -1.894042368053329428e-02 1.183896425499950111e-01 3.363744164171069643e-03 2.802434729075793940e-01
6.330000000000000000e+02 1.000112252454124356e-01 8.958850603206675338e-04 -1.863226767824055496e-02 1.179884889618146582e-01 3.342841262193724673e-03 2.787252256119708838e-01
6.390000000000000000e+02 1.000610942739146997e-01 1.214515945479734431e-03 -1.833239549132064522e-02 1.175166391204907762e-01 3.315593644089953607e-03 2.771949348678279801e-01
6.450000000000000000e+02 1.000603328393281366e-01 1.424369040297949422e-03 -1.803785505310859585e-02 1.171082617229746298e-01 3.284516287520137384e-03 2.756390924868912240e-01
6.510000000000000000e+02 1.000900811779019267e-01 1.545075964923593856e-03 -1.775336886490027841e-02 1.167408262960496351e-01 3.249051932274111404e-03 2.740329404100161903e-01
6.570000000000000000e+02 1.001483648120407716e-01 1.588544584466543633e-03 -1.747645154917788421e-02 1.164203401000059729e-01 3.212620506815972669e-03 2.723542713237877000e-01
6.630000000000000000e+02 1.001444535841436029e-01 1.616356947274353575e-03 -1.720986063585385611e-02 1.161768100055231567e-01 3.169321725209574801e-03 2.705963241636465400e-01
6.690000000000000000e+02 1.001389348948313746e-01 1.704564449710601866e-03 -1.694048941370109723e-02 1.159997460391683499e-01 3.127946305642317383e-03 2.687675600459482617e-01
6.750000000000000000e+02 1.000975348850472735e-01 1.812459983264293542e-03 -1.669042734152280730e-02 1.157497516409873306e-01 3.083760726994855435e-03 2.668701284466599710e-01
6.810000000000000000e+02 1.001036424453947554e-01 1.870913578859846214e-03 -1.643322206848769548e-02 1.154841132731926623e-01 3.045448678971058708e-03 2.649102495344132779e-01
6.870000000000000000e+02 1.001083104312487371e-01 1.821137569301663119e-03 -1.619087534616158591e-02 1.151807650338783628e-01 3.003170008402872466e-03 2.629093445707136323e-01
6.930000000000000000e+02 1.001913038644678677e-01 1.615728667044531892e-03 -1.595044694868541155e-02 1.148997561216135443e-01 2.963580722636433712e-03 2.608790065567918592e-01
6.990000000000000000e+02 1.002326103865392309e-01 1.295897775968103856e-03 -1.571669819308884816e-02 1.146344931969217606e-01 2.922830277061689522e-03 2.588231415570615424e-01
