# z, uu, uv, uw, vv, vw, ww
8.250000000000000000e+02 9.040805820513551916e-02 -2.256904300572369626e-04 -1.587432172003617331e-02 8.711050652299774655e-02 -1.219988632947752128e-03 1.459839942217966702e-01
8.310000000000000000e+02 8.958061430551639281e-02 -1.467743788696314561e-04 -1.552394685650862471e-02 8.716723563776132555e-02 -1.210837974634722302e-03 1.429673910489770716e-01
8.370000000000000000e+02 8.884016309978645665e-02 5.183197868672577619e-05 -1.515173295652967947e-02 8.738520525963769381e-02 -1.187884453640840549e-03 1.398862436406146936e-01
8.430000000000000000e+02 8.823446555337377539e-02 3.069640874497876022e-04 -1.476354044922987933e-02 8.764463041868353343e-02 -1.149863642622143533e-03 1.367365241175862445e-01
8.490000000000000000e+02 8.791168824074838128e-02 6.119809416967380905e-04 -1.435570923766879385e-02 8.793546289526955884e-02 -1.095866255411705051e-03 1.335124979908421106e-01
8.550000000000000000e+02 8.766114126787359628e-02 9.347443144952652730e-04 -1.393357642757156976e-02 8.804232403793882389e-02 -1.027751269847904363e-03 1.302333782895703784e-01
8.610000000000000000e+02 8.774972935513256078e-02 1.231907518707357416e-03 -1.351034979090652739e-02 8.832505593996842208e-02 -9.611414509388530904e-04 1.268903955476395617e-01
8.670000000000000000e+02 8.755739468583989549e-02 1.481202425185787876e-03 -1.307047922214787765e-02 8.837235256307232611e-02 -8.809433790541959346e-04 1.235515221660212493e-01
8.730000000000000000e+02 8.750677941814200000e-02 1.615327446714133735e-03 -1.262330265689733978e-02 8.849906800337069279e-02 -7.701562267617347458e-04 1.202555378476233977e-01
8.790000000000000000e+02 8.738422542855844855e-02 1.671808436345519717e-03 -1.217866630456721118e-02 8.854201282219489877e-02 -6.733330900680770462e-04 1.169840380484659104e-01
8.850000000000000000e+02 8.725336679727951905e-02 1.687766551647292348e-03 -1.172408443267769149e-02 8.844077740449034220e-02 -5.455447388627514922e-04 1.137771866080220656e-01
8.910000000000000000e+02 8.715759689365326635e-02 1.678231415215866978e-03 -1.127390201271961240e-02 8.823967984422050048e-02 -4.272399802646589351e-04 1.106442118926209556e-01
8.970000000000000000e+02 8.714077905568730353e-02 1.634314745213873458e-03 -1.082095510879105098e-02 8.780933356850659233e-02 -2.916872001462794879e-04 1.075921061051627742e-01
9.030000000000000000e+02 8.724902161004942369e-02 1.582715336799952240e-03 -1.038316025043310199e-02 8.727976464955430891e-02 -1.639258476226424714e-04 1.046063288684519477e-01
9.090000000000000000e+02 8.746097882870837448e-02 1.581449124723183349e-03 -9.950234650334177644e-03 8.682547123959433177e-02 -3.051003256386110023e-05 1.016672660240664494e-01
9.150000000000000000e+02 8.765867684521941317e-02 1.622154028185053033e-03 -9.535052471066399887e-03 8.647906454706399959e-02 9.621767376407353565e-05 9.875391198983959895e-02
9.210000000000000000e+02 8.778762124994834992e-02 1.634343508001914096e-03 -9.133039380539562449e-03 8.623545926476350321e-02 2.227977910538644500e-04 9.584208506491788404e-02
9.270000000000000000e+02 8.780985594778120684e-02 1.684276308717570780e-03 -8.744395024432109406e-03 8.611352456858817339e-02 3.398212658359696359e-04 9.290318823794825598e-02
9.330000000000000000e+02 8.775131772831858135e-02 1.797301117290362599e-03 -8.371718570268483692e-03 8.617646477627233237e-02 4.482040054171599459e-04 8.990734535144427608e-02
9.390000000000000000e+02 8.763829053915614398e-02 1.941878571303165763e-03 -8.014624670097473744e-03 8.631412169276583835e-02 5.467838308428639221e-04 8.682686878971700162e-02
9.450000000000000000e+02 8.764662601389329455e-02 2.096877286151191747e-03 -7.680114111515555508e-03 8.661387839871509398e-02 6.441602222102821426e-04 8.362709496156672806e-02
9.510000000000000000e+02 8.762996505192588437e-02 2.141006500670453432e-03 -7.357286026881073096e-03 8.681870830877171097e-02 7.357438450141136604e-04 8.029439959180612041e-02
