# z, u, v, w
1.725000000000000000e+03 5.453825908825329805e+00 3.738342260662676608e+00 -1.561861047907015239e-09
1.731000000000000000e+03 5.453818038072695273e+00 3.738346298268914847e+00 -1.419208823836115872e-09
1.737000000000000000e+03 5.453951100182156786e+00 3.738351090230342955e+00 -1.481219238035645711e-09
1.743000000000000000e+03 5.454026760081966962e+00 3.738368298045933624e+00 -1.427433523383365850e-09
1.749000000000000000e+03 5.454012281776804194e+00 3.738376403840109052e+00 -1.218829093738502230e-09
1.755000000000000000e+03 5.454011512875085899e+00 3.738382719887341832e+00 -1.389422868278596314e-09
1.761000000000000000e+03 5.454030991885831625e+00 3.738391442781242802e+00 -1.117487094705542747e-09
1.767000000000000000e+03 5.454059141311037529e+00 3.738400942584720887e+00 -8.962296269059145010e-10
1.773000000000000000e+03 5.454089413352828153e+00 3.738410302123654549e+00 -7.441672793600276348e-10
1.779000000000000000e+03 5.454121657305284643e+00 3.738419923763118380e+00 -8.154954091775721101e-10
1.785000000000000000e+03 5.454155333463158506e+00 3.738428950703499787e+00 -8.277936827785339507e-10
1.791000000000000000e+03 5.454189474980855934e+00 3.738437142932543811e+00 -1.118087846555084278e-09
1.797000000000000000e+03 5.454225458713912289e+00 3.738443984361352168e+00 -6.915891305770025650e-10
1.803000000000000000e+03 5.454263736448655031e+00 3.738450213975576641e+00 -9.115181515147696385e-10
1.809000000000000000e+03 5.454315103150601196e+00 3.738454446678836529e+00 -3.337570139524321918e-10
1.815000000000000000e+03 5.454338499106289539e+00 3.738469240774470403e+00 -1.394680495026467938e-09
1.821000000000000000e+03 5.454316690466034068e+00 3.738482704605522233e+00 -9.637855002426785075e-10
1.827000000000000000e+03 5.454342157458005325e+00 3.738479291673582949e+00 -1.288382548899764211e-09
1.833000000000000000e+03 5.454402308330970506e+00 3.738471451030468629e+00 -9.491617284900110651e-10
1.839000000000000000e+03 5.454413496870610167e+00 3.738463853380755708e+00 -1.068934819644485957e-09
1.845000000000000000e+03 5.454413279631291189e+00 3.738459619073863927e+00 -6.876480208205769898e-10
1.851000000000000000e+03 5.454418655529043036e+00 3.738456376782763435e+00 -9.336214333561338464e-10
1.857000000000000000e+03 5.454424679412643862e+00 3.738450643848483690e+00 -6.747260006744460266e-10
1.863000000000000000e+03 5.454428756007858148e+00 3.738443242488521445e+00 -7.142008128455467654e-10
1.869000000000000000e+03 5.454429073724318400e+00 3.738434909542072138e+00 -3.685125467126906589e-10
1.875000000000000000e+03 5.454427509614740543e+00 3.738426375994867712e+00 -6.245095008293739782e-10
1.881000000000000000e+03 5.454424814152856626e+00 3.738417991215079894e+00 -3.249236854863820729e-10
1.887000000000000000e+03 5.454421671910657743e+00 3.738410197571401028e+00 -6.166272099486078367e-10
1.893000000000000000e+03 5.454418507630365731e+00 3.738403328978671336e+00 -1.464769531627983081e-10
1.899000000000000000e+03 5.454415711061658456e+00 3.738397622924009234e+00 -6.199245073570374806e-10
1.905000000000000000e+03 5.454413117746981676e+00 3.738393101791782858e+00 8.937040292331641908e-11
1.911000000000000000e+03 5.454411254994945502e+00 3.738388771654107323e+00 -4.734761320435569717e-10
1.917000000000000000e+03 5.454410271346090688e+00 3.738385627392986521e+00 -2.073707080790855480e-10
